Protein_Accession	Sequence_MD5_digest	Sequence_Length	Analysis	Signature_Accession	Signature_Description	Start_Location	Stop_location	E-value_Score	Status	Date	InterPro_annotations_accession	InterPro_annotations_description
S0812	784ac1a08b8d4216abb36fe3d4e20081	27	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S2176	ce776a7bc8dc98fab6ca2e6f8721910b	99	MobiDBLite	mobidb-lite	consensus disorder prediction	1	54	-	T	18-04-2018
S2176	ce776a7bc8dc98fab6ca2e6f8721910b	99	MobiDBLite	mobidb-lite	consensus disorder prediction	69	99	-	T	18-04-2018
S1399	a80ff47059adf2e534df4c835e137774	35	SUPERFAMILY	SSF109604		4	35	3.99E-5	T	18-04-2018
S1135	281ae9f704ee330bc342ea0791347a7a	28	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	18-04-2018
S2296	810cd6a90830cfdd8b13d4ad633b56b1	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S2826	ea58e07b4ec66f2e672183eab97f089e	63	MobiDBLite	mobidb-lite	consensus disorder prediction	1	63	-	T	18-04-2018
S2625	02bb97b3ed516601b419e2168557bb72	29	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S0186	b961bcb7f85161bfa0a963b4d269b419	34	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	18-04-2018
S1303	009090e4c606f0b7702c97f458ac0dad	33	MobiDBLite	mobidb-lite	consensus disorder prediction	1	33	-	T	18-04-2018
S1620	0abb5bf790eabc30345ce364987bc63b	65	Gene3D	G3DSA:2.60.40.10		1	62	3.8E-7	T	18-04-2018	IPR013783	Immunoglobulin-like fold
S1620	0abb5bf790eabc30345ce364987bc63b	65	Pfam	PF07705	CARDB	6	53	3.2E-6	T	18-04-2018	IPR011635	CARDB domain
S0133	7535f0f6c4b78bbd023eb04507a26c14	58	Gene3D	G3DSA:3.40.50.300		1	58	4.4E-11	T	18-04-2018
S0133	7535f0f6c4b78bbd023eb04507a26c14	58	Pfam	PF10609	NUBPL iron-transfer P-loop NTPase	1	58	2.4E-10	T	18-04-2018	IPR033756	Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35
S0133	7535f0f6c4b78bbd023eb04507a26c14	58	SUPERFAMILY	SSF52540		1	48	8.97E-9	T	18-04-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase
S0923	46308187b1d175b535283f4bbf163564	151	Pfam	PF04820	Tryptophan halogenase	91	151	7.7E-15	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S0923	46308187b1d175b535283f4bbf163564	151	SUPERFAMILY	SSF51905		37	53	6.48E-5	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0923	46308187b1d175b535283f4bbf163564	151	SUPERFAMILY	SSF51905		80	148	6.48E-5	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0923	46308187b1d175b535283f4bbf163564	151	Gene3D	G3DSA:3.50.50.60		70	151	3.1E-14	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0923	46308187b1d175b535283f4bbf163564	151	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	18-04-2018
S3636	bae018505a0e9aff4bd33fc1b61e9bc9	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S0229	7430c5f38ee2b6473dc1123793452d5d	44	MobiDBLite	mobidb-lite	consensus disorder prediction	1	44	-	T	18-04-2018
S2022	6c4ddb9f2c9f7f0cce07092132e4649e	45	MobiDBLite	mobidb-lite	consensus disorder prediction	17	45	-	T	18-04-2018
S1882	173039d8999f107d29aba8cbe16be164	54	SUPERFAMILY	SSF55048		2	53	4.19E-5	T	18-04-2018	IPR016036	Malonyl-CoA ACP transacylase, ACP-binding
S1882	173039d8999f107d29aba8cbe16be164	54	Gene3D	G3DSA:3.30.70.250		3	54	1.3E-7	T	18-04-2018
S2679	440bfef99f30ad8cb146bc1dc25a4a24	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S1200	c498bf1e6c187ebdc0e8cf4348ed2848	66	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	18-04-2018
S1195	242631982096f1258475c78d82431a8b	47	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S2277	006390825c5b26556f5d41711a936784	156	Gene3D	G3DSA:3.50.50.60		30	156	5.1E-23	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2277	006390825c5b26556f5d41711a936784	156	SUPERFAMILY	SSF51905		86	156	6.02E-8	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2277	006390825c5b26556f5d41711a936784	156	Pfam	PF04820	Tryptophan halogenase	90	156	1.3E-14	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S2277	006390825c5b26556f5d41711a936784	156	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	18-04-2018
S0278	a2a7c0076931a70dbdc6829ee28871cc	145	Gene3D	G3DSA:3.50.50.60		1	145	2.6E-14	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0278	a2a7c0076931a70dbdc6829ee28871cc	145	Pfam	PF04820	Tryptophan halogenase	5	144	1.2E-11	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S0243	69df497232b3c22c5b7156025de3cba1	154	Gene3D	G3DSA:3.50.50.60		1	150	1.6E-15	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0243	69df497232b3c22c5b7156025de3cba1	154	Pfam	PF04820	Tryptophan halogenase	5	144	2.3E-12	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S2603	c97ff3d440ac6c03180c87712c3b8256	92	Pfam	PF13517	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella	2	46	5.6E-12	T	18-04-2018
S2603	c97ff3d440ac6c03180c87712c3b8256	92	SUPERFAMILY	SSF69318		2	91	6.28E-18	T	18-04-2018
S2603	c97ff3d440ac6c03180c87712c3b8256	92	MobiDBLite	mobidb-lite	consensus disorder prediction	66	92	-	T	18-04-2018
S2326	b488c04782d82f80fe0bf75709ca04e7	121	MobiDBLite	mobidb-lite	consensus disorder prediction	85	121	-	T	18-04-2018
S2326	b488c04782d82f80fe0bf75709ca04e7	121	MobiDBLite	mobidb-lite	consensus disorder prediction	39	69	-	T	18-04-2018
S0915	7d5393c8d82cf0f70370ccc2558a5a96	44	Gene3D	G3DSA:1.10.420.10		1	44	1.6E-12	T	18-04-2018
S0915	7d5393c8d82cf0f70370ccc2558a5a96	44	MobiDBLite	mobidb-lite	consensus disorder prediction	25	44	-	T	18-04-2018
S0915	7d5393c8d82cf0f70370ccc2558a5a96	44	SUPERFAMILY	SSF48113		2	44	5.44E-8	T	18-04-2018	IPR010255	Haem peroxidase
S0319	dc9b5ee958723ccdb66a83b91982dad0	151	Gene3D	G3DSA:3.50.50.60		1	151	5.7E-18	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0319	dc9b5ee958723ccdb66a83b91982dad0	151	Pfam	PF04820	Tryptophan halogenase	5	151	6.3E-15	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3141	7723156f9c5c234ad143b9963ada6373	59	SUPERFAMILY	SSF46785		1	58	5.27E-15	T	18-04-2018	IPR036390	Winged helix DNA-binding domain superfamily
S3141	7723156f9c5c234ad143b9963ada6373	59	Pfam	PF03551	Transcriptional regulator PadR-like family	1	41	2.9E-11	T	18-04-2018	IPR005149	Transcription regulator PadR, N-terminal
S3141	7723156f9c5c234ad143b9963ada6373	59	Gene3D	G3DSA:1.10.10.10		1	59	1.6E-15	T	18-04-2018	IPR036388	Winged helix-like DNA-binding domain superfamily
S0477	84a38ca990c4312814c1a549bac20d4b	91	SUPERFAMILY	SSF47446		19	87	1.18E-17	T	18-04-2018	IPR036891	Signal recognition particle, SRP54 subunit, M-domain superfamily
S0477	84a38ca990c4312814c1a549bac20d4b	91	Gene3D	G3DSA:1.10.260.30		31	91	1.8E-12	T	18-04-2018	IPR036891	Signal recognition particle, SRP54 subunit, M-domain superfamily
S0477	84a38ca990c4312814c1a549bac20d4b	91	Pfam	PF02978	Signal peptide binding domain	48	81	8.2E-9	T	18-04-2018	IPR004125	Signal recognition particle, SRP54 subunit, M-domain
S0477	84a38ca990c4312814c1a549bac20d4b	91	Gene3D	G3DSA:1.20.120.140		1	30	1.7E-5	T	18-04-2018
S1159	b4b62155ff1cb543afc2a3f566693474	50	MobiDBLite	mobidb-lite	consensus disorder prediction	1	50	-	T	18-04-2018
S2268	2115c44472157ee23a6d0ebece56b2e9	29	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S2372	c85c0ccdb14bd616d6c9522b55d3e183	56	MobiDBLite	mobidb-lite	consensus disorder prediction	1	56	-	T	18-04-2018
S2629	1fe0a56e2fae5d546471e9655d199e4a	43	MobiDBLite	mobidb-lite	consensus disorder prediction	1	43	-	T	18-04-2018
S0245	5ea7cdc95f5a7dc07dec473225f36797	154	Pfam	PF04820	Tryptophan halogenase	5	154	1.2E-16	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S0245	5ea7cdc95f5a7dc07dec473225f36797	154	SUPERFAMILY	SSF51905		82	153	6.01E-5	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0245	5ea7cdc95f5a7dc07dec473225f36797	154	Gene3D	G3DSA:3.50.50.60		1	154	2.7E-20	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2926	d7abb17b1b417459387b2bd87545c57c	148	MobiDBLite	mobidb-lite	consensus disorder prediction	121	148	-	T	18-04-2018
S2926	d7abb17b1b417459387b2bd87545c57c	148	Pfam	PF04820	Tryptophan halogenase	4	129	1.0E-33	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S2926	d7abb17b1b417459387b2bd87545c57c	148	Gene3D	G3DSA:3.50.50.60		1	138	1.7E-29	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0732	e1a8b6b77fea882283fed508c4a1423d	55	SUPERFAMILY	SSF53850		6	50	2.35E-11	T	18-04-2018
S0732	e1a8b6b77fea882283fed508c4a1423d	55	Pfam	PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	8	48	6.2E-11	T	18-04-2018	IPR000914	Solute-binding protein family 5 domain
S0732	e1a8b6b77fea882283fed508c4a1423d	55	Gene3D	G3DSA:3.90.76.10		3	55	5.5E-13	T	18-04-2018
S2524	3fbf31ec88b40e9995bc04ab64c14eaf	46	Pfam	PF13361	UvrD-like helicase C-terminal domain	2	42	4.4E-10	T	18-04-2018	IPR014017	UvrD-like DNA helicase, C-terminal
S2524	3fbf31ec88b40e9995bc04ab64c14eaf	46	SUPERFAMILY	SSF52540		2	44	6.37E-10	T	18-04-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase
S2524	3fbf31ec88b40e9995bc04ab64c14eaf	46	Gene3D	G3DSA:3.40.50.300		1	46	1.0E-11	T	18-04-2018
S0922	669b4d1983ca5d0cef8039904bbaa7b9	156	MobiDBLite	mobidb-lite	consensus disorder prediction	106	156	-	T	18-04-2018
S0922	669b4d1983ca5d0cef8039904bbaa7b9	156	MobiDBLite	mobidb-lite	consensus disorder prediction	1	23	-	T	18-04-2018
S2523	19134fbef766017e000a264660cebb39	70	MobiDBLite	mobidb-lite	consensus disorder prediction	38	70	-	T	18-04-2018
S1263	9978a42896d64e44ccdcd296271b36a5	97	MobiDBLite	mobidb-lite	consensus disorder prediction	46	72	-	T	18-04-2018
S2282	a40f82598a86ba6f2be27b4d2c487b4a	103	MobiDBLite	mobidb-lite	consensus disorder prediction	1	53	-	T	18-04-2018
S3205	5c265d16ce9ffa47bf268df95e81320b	78	MobiDBLite	mobidb-lite	consensus disorder prediction	19	55	-	T	18-04-2018
S1142	41e05895f4b9f0f1ea9f213fd0baaea1	38	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	18-04-2018
S2574	e1b05f3e3c74d7c16a8ba048b690bc20	38	MobiDBLite	mobidb-lite	consensus disorder prediction	18	38	-	T	18-04-2018
S2585	2d298f0b9f6defed6ca5ec86bf5b8146	54	MobiDBLite	mobidb-lite	consensus disorder prediction	1	42	-	T	18-04-2018
S2216	6264681263460f410415711dc5941283	40	MobiDBLite	mobidb-lite	consensus disorder prediction	1	40	-	T	18-04-2018
S2436	968fd8a8f6b46614741975d9f307f778	39	MobiDBLite	mobidb-lite	consensus disorder prediction	1	39	-	T	18-04-2018
S1046	922f5e3f74ac7cdfab055256ea6201a8	128	SUPERFAMILY	SSF56281		46	107	3.82E-7	T	18-04-2018	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
S1046	922f5e3f74ac7cdfab055256ea6201a8	128	SUPERFAMILY	SSF56281		4	14	3.82E-7	T	18-04-2018	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
S1046	922f5e3f74ac7cdfab055256ea6201a8	128	Gene3D	G3DSA:3.60.15.10		1	128	2.8E-21	T	18-04-2018	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
S0508	fcf9c95c622f396e8cab16be9ba63233	45	MobiDBLite	mobidb-lite	consensus disorder prediction	1	45	-	T	18-04-2018
S0887	ba3ae77aebe3f3d3427bff514283c094	63	MobiDBLite	mobidb-lite	consensus disorder prediction	1	63	-	T	18-04-2018
S1075	ace6ccdfab392dd281caccc8c400b466	153	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	18-04-2018
S1075	ace6ccdfab392dd281caccc8c400b466	153	MobiDBLite	mobidb-lite	consensus disorder prediction	44	153	-	T	18-04-2018
S2323	637f10f7bf5493c7eeebaa7d44180ab1	41	Gene3D	G3DSA:3.40.50.1000		1	41	5.5E-10	T	18-04-2018	IPR023214	HAD superfamily
S2323	637f10f7bf5493c7eeebaa7d44180ab1	41	SUPERFAMILY	SSF56784		2	41	3.18E-9	T	18-04-2018	IPR036412	HAD-like superfamily
S2323	637f10f7bf5493c7eeebaa7d44180ab1	41	Pfam	PF13419	Haloacid dehalogenase-like hydrolase	2	41	4.5E-6	T	18-04-2018
S0688	0dba583de2dc9221d0fa0b6390b79683	44	SUPERFAMILY	SSF48113		2	44	1.53E-9	T	18-04-2018	IPR010255	Haem peroxidase
S0688	0dba583de2dc9221d0fa0b6390b79683	44	Gene3D	G3DSA:1.10.420.10		1	44	5.0E-14	T	18-04-2018
S2564	3e5a2dd30063a5516bb2fd7638940165	78	Gene3D	G3DSA:2.60.40.420		1	76	5.8E-20	T	18-04-2018	IPR008972	Cupredoxin
S2564	3e5a2dd30063a5516bb2fd7638940165	78	Pfam	PF07732	Multicopper oxidase	2	43	3.0E-10	T	18-04-2018	IPR011707	Multicopper oxidase, type 3
S2564	3e5a2dd30063a5516bb2fd7638940165	78	SUPERFAMILY	SSF49503		2	60	2.6E-15	T	18-04-2018	IPR008972	Cupredoxin
S2569	a2a4a820a0f3019a119ba56fefc4ef12	37	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	18-04-2018
S3617	66d34eca0edab424c515c7a87734a53c	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S1401	772bd88a1f97721b5822f47d59aa8f54	133	MobiDBLite	mobidb-lite	consensus disorder prediction	1	40	-	T	18-04-2018
S1401	772bd88a1f97721b5822f47d59aa8f54	133	MobiDBLite	mobidb-lite	consensus disorder prediction	57	105	-	T	18-04-2018
S1235	3d64238300cde91c24a1d8bf9615299c	41	Gene3D	G3DSA:3.40.50.1480		2	41	4.9E-10	T	18-04-2018
S1235	3d64238300cde91c24a1d8bf9615299c	41	SUPERFAMILY	SSF52283		10	41	1.36E-10	T	18-04-2018
S1235	3d64238300cde91c24a1d8bf9615299c	41	Pfam	PF05221	S-adenosyl-L-homocysteine hydrolase	10	35	4.0E-8	T	18-04-2018	IPR000043	Adenosylhomocysteinase-like
S0518	8daf22d60a820edaa48d57675b8bf89b	45	Gene3D	G3DSA:3.40.50.10490		1	43	9.0E-9	T	18-04-2018
S0518	8daf22d60a820edaa48d57675b8bf89b	45	SUPERFAMILY	SSF53697		7	45	2.67E-6	T	18-04-2018
S3153	2c8b91fbb53c65eea1f51e21d4a94055	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S1924	ab5fe2af5cd87224ed1c52bc06bcc3c2	40	MobiDBLite	mobidb-lite	consensus disorder prediction	21	40	-	T	18-04-2018
S1924	ab5fe2af5cd87224ed1c52bc06bcc3c2	40	Gene3D	G3DSA:3.80.10.10		1	40	8.8E-14	T	18-04-2018	IPR032675	Leucine-rich repeat domain superfamily
S1924	ab5fe2af5cd87224ed1c52bc06bcc3c2	40	SUPERFAMILY	SSF52058		4	40	1.62E-5	T	18-04-2018
S1931	4619420749ca5b4b73a0f1f2fe9f4dd4	78	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	18-04-2018
S1130	0d47e4d904ed9dba791ef688291cbabd	61	SUPERFAMILY	SSF46785		2	60	1.26E-10	T	18-04-2018	IPR036390	Winged helix DNA-binding domain superfamily
S1130	0d47e4d904ed9dba791ef688291cbabd	61	Pfam	PF01475	Ferric uptake regulator family	3	60	3.9E-9	T	18-04-2018	IPR002481	Ferric-uptake regulator
S3440	b78853b693e61f435e009ed3d25f1d76	47	Pfam	PF02754	Cysteine-rich domain	1	46	2.9E-7	T	18-04-2018	IPR004017	Cysteine-rich domain
S1438	e2d6086da40d07d2026054003b661ea8	101	Pfam	PF00266	Aminotransferase class-V	3	101	6.0E-22	T	18-04-2018	IPR000192	Aminotransferase class V domain
S1438	e2d6086da40d07d2026054003b661ea8	101	SUPERFAMILY	SSF53383		3	100	4.08E-26	T	18-04-2018	IPR015424	Pyridoxal phosphate-dependent transferase
S1438	e2d6086da40d07d2026054003b661ea8	101	Gene3D	G3DSA:3.40.640.10		1	101	5.4E-31	T	18-04-2018	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
S2173	3437b62de8427487b29fe62d4be9ff49	151	MobiDBLite	mobidb-lite	consensus disorder prediction	65	90	-	T	18-04-2018
S2173	3437b62de8427487b29fe62d4be9ff49	151	Gene3D	G3DSA:3.50.50.60		47	151	4.7E-11	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2173	3437b62de8427487b29fe62d4be9ff49	151	Pfam	PF04820	Tryptophan halogenase	98	150	2.0E-8	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S2173	3437b62de8427487b29fe62d4be9ff49	151	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	18-04-2018
S2607	6d3a5431af53729ead0c04c248ab1e06	92	MobiDBLite	mobidb-lite	consensus disorder prediction	1	92	-	T	18-04-2018
S1362	96a32bc7716fb65071fdc929e5ef8537	72	Pfam	PF00156	Phosphoribosyl transferase domain	8	71	8.4E-15	T	18-04-2018	IPR000836	Phosphoribosyltransferase domain
S1362	96a32bc7716fb65071fdc929e5ef8537	72	SUPERFAMILY	SSF53271		2	72	4.46E-23	T	18-04-2018	IPR029057	Phosphoribosyltransferase-like
S1362	96a32bc7716fb65071fdc929e5ef8537	72	CDD	cd06223	PRTases_typeI	1	70	4.46908E-11	T	18-04-2018	IPR000836	Phosphoribosyltransferase domain
S1362	96a32bc7716fb65071fdc929e5ef8537	72	Gene3D	G3DSA:3.40.50.2020		1	72	1.2E-24	T	18-04-2018
S1021	e85b9829c43a944716e9bc16c65e0405	72	MobiDBLite	mobidb-lite	consensus disorder prediction	1	72	-	T	18-04-2018
S2138	cc11f6b9a577ad881cb3f39aefd8e9f3	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	18-04-2018
S2138	cc11f6b9a577ad881cb3f39aefd8e9f3	35	Pfam	PF02738	Molybdopterin-binding domain of aldehyde dehydrogenase	1	35	4.1E-9	T	18-04-2018	IPR008274	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding
S2138	cc11f6b9a577ad881cb3f39aefd8e9f3	35	SUPERFAMILY	SSF56003		1	35	7.46E-9	T	18-04-2018	IPR037165	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain superfamily
S2138	cc11f6b9a577ad881cb3f39aefd8e9f3	35	Gene3D	G3DSA:3.30.365.10		1	35	4.4E-11	T	18-04-2018
S1053	84fa2a9f5e2915d2e48658740417eeb4	39	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	18-04-2018
S1300	2e45ac29117d8624848de1a26915fd3d	34	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	18-04-2018
S0949	d97cc88e769c4c27ce584afd74dfad39	37	ProSiteProfiles	PS51274	CobBQ-type GATase domain profile.	1	37	13.955	T	18-04-2018	IPR017929	CobB/CobQ glutamine amidotransferase
S1325	5bba8cde0131a9ba6197b05b647b2be4	30	Gene3D	G3DSA:3.30.70.260		1	30	9.9E-6	T	18-04-2018
S1325	5bba8cde0131a9ba6197b05b647b2be4	30	SUPERFAMILY	SSF55021		1	29	2.17E-5	T	18-04-2018
S1315	d1cb8e97ad9e035f657f3ab8bef0b34a	37	Gene3D	G3DSA:2.30.38.10		1	37	8.1E-9	T	18-04-2018
S1315	d1cb8e97ad9e035f657f3ab8bef0b34a	37	SUPERFAMILY	SSF56801		1	37	1.83E-9	T	18-04-2018
S1315	d1cb8e97ad9e035f657f3ab8bef0b34a	37	Pfam	PF00501	AMP-binding enzyme	1	37	6.4E-6	T	18-04-2018	IPR000873	AMP-dependent synthetase/ligase
S0310	8a823f60ec0af64ca05e970f10ed7d6c	149	Gene3D	G3DSA:3.50.50.60		1	149	2.6E-16	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0310	8a823f60ec0af64ca05e970f10ed7d6c	149	Pfam	PF04820	Tryptophan halogenase	5	149	9.1E-14	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S1375	9975ba67ec6ba42634d7d146ef0aabcb	40	MobiDBLite	mobidb-lite	consensus disorder prediction	1	40	-	T	18-04-2018
S0001	338231c40c919fd9e3483d8d78e45dbe	46	MobiDBLite	mobidb-lite	consensus disorder prediction	1	46	-	T	18-04-2018
S0655	73c5ada0ba7365ed12bce86679a8c87a	148	MobiDBLite	mobidb-lite	consensus disorder prediction	65	148	-	T	18-04-2018
S0754	52b820395211c38ecdc735818c44b389	150	MobiDBLite	mobidb-lite	consensus disorder prediction	1	42	-	T	18-04-2018
S0754	52b820395211c38ecdc735818c44b389	150	MobiDBLite	mobidb-lite	consensus disorder prediction	105	135	-	T	18-04-2018
S3366	05e1f1425647879363bdb1f7dbb9a4aa	115	SUPERFAMILY	SSF100879		5	103	7.85E-27	T	18-04-2018	IPR036775	DNA polymerase, Y-family, little finger domain superfamily
S3366	05e1f1425647879363bdb1f7dbb9a4aa	115	Pfam	PF11799	impB/mucB/samB family C-terminal domain	3	108	1.7E-20	T	18-04-2018	IPR017961	DNA polymerase, Y-family, little finger domain
S3366	05e1f1425647879363bdb1f7dbb9a4aa	115	Gene3D	G3DSA:3.30.1490.100		7	113	1.4E-27	T	18-04-2018	IPR036775	DNA polymerase, Y-family, little finger domain superfamily
S3366	05e1f1425647879363bdb1f7dbb9a4aa	115	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	18-04-2018
S3356	64e887f09a83800896726c48b7dbfe5c	49	MobiDBLite	mobidb-lite	consensus disorder prediction	1	33	-	T	18-04-2018
S1945	cec1b8b8271ac8d386d50883a5c5c61a	74	Pfam	PF00501	AMP-binding enzyme	1	74	1.7E-25	T	18-04-2018	IPR000873	AMP-dependent synthetase/ligase
S1945	cec1b8b8271ac8d386d50883a5c5c61a	74	SUPERFAMILY	SSF56801		1	74	3.66E-27	T	18-04-2018
S1945	cec1b8b8271ac8d386d50883a5c5c61a	74	Gene3D	G3DSA:3.40.50.12780		1	74	3.8E-29	T	18-04-2018
S1945	cec1b8b8271ac8d386d50883a5c5c61a	74	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	18-04-2018
S0104	62be1e72b9c7b1dcf2f0d2de40ebf7d7	43	SUPERFAMILY	SSF50998		2	37	1.96E-6	T	18-04-2018	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
S0104	62be1e72b9c7b1dcf2f0d2de40ebf7d7	43	Gene3D	G3DSA:2.130.10.10		1	43	9.7E-6	T	18-04-2018	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
S2174	5257ce67a9205bfeb10161ed084cf835	150	MobiDBLite	mobidb-lite	consensus disorder prediction	57	150	-	T	18-04-2018
S2174	5257ce67a9205bfeb10161ed084cf835	150	MobiDBLite	mobidb-lite	consensus disorder prediction	1	43	-	T	18-04-2018
S3275	2c1bd3b0c7b8e84406c63623930929a0	151	Gene3D	G3DSA:3.50.50.60		1	151	4.1E-18	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S3275	2c1bd3b0c7b8e84406c63623930929a0	151	Pfam	PF04820	Tryptophan halogenase	4	151	9.8E-16	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3180	8b7aff741c912e8abc5a61f363663b78	86	Gene3D	G3DSA:3.60.15.10		1	86	2.5E-19	T	18-04-2018	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
S3180	8b7aff741c912e8abc5a61f363663b78	86	SUPERFAMILY	SSF56281		4	64	1.83E-11	T	18-04-2018	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
S3180	8b7aff741c912e8abc5a61f363663b78	86	Pfam	PF00753	Metallo-beta-lactamase superfamily	9	57	1.6E-7	T	18-04-2018	IPR001279	Metallo-beta-lactamase
S0197	63b5165b141454b94fb0f28ba8608250	149	MobiDBLite	mobidb-lite	consensus disorder prediction	28	149	-	T	18-04-2018
S0196	af29335ac57aebeac8ac33552754ab13	62	MobiDBLite	mobidb-lite	consensus disorder prediction	1	62	-	T	18-04-2018
S2602	06596b4ebfadcd884f0aa91dd872a23d	110	CDD	cd06260	DUF820	54	110	1.00276E-8	T	18-04-2018	IPR008538	Domain of unknown function DUF820
S2602	06596b4ebfadcd884f0aa91dd872a23d	110	SUPERFAMILY	SSF52980		34	90	4.88E-5	T	18-04-2018	IPR011335	Restriction endonuclease  type II-like
S2602	06596b4ebfadcd884f0aa91dd872a23d	110	Pfam	PF05685	Putative restriction endonuclease	39	110	1.5E-8	T	18-04-2018	IPR008538	Domain of unknown function DUF820
S0697	58a49b548109888a0f0cc449f1e7d3cb	152	Pfam	PF04820	Tryptophan halogenase	2	128	5.0E-18	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S0697	58a49b548109888a0f0cc449f1e7d3cb	152	Gene3D	G3DSA:3.50.50.60		1	137	7.4E-27	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S1057	2d3971fd129488fc356c7198713b8038	45	Gene3D	G3DSA:3.50.40.10		1	45	2.1E-8	T	18-04-2018	IPR020825	Phenylalanyl-tRNA synthetase, B3/B4
S1560	f4d757c518626bf05db85c7d605ae494	45	MobiDBLite	mobidb-lite	consensus disorder prediction	1	45	-	T	18-04-2018
S2116	8f2a8a49cf0a44665915ffe5b09d3f23	55	Gene3D	G3DSA:3.90.76.10		2	55	1.3E-11	T	18-04-2018
S2116	8f2a8a49cf0a44665915ffe5b09d3f23	55	SUPERFAMILY	SSF53850		4	50	2.35E-11	T	18-04-2018
S2116	8f2a8a49cf0a44665915ffe5b09d3f23	55	Pfam	PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	7	48	2.9E-10	T	18-04-2018	IPR000914	Solute-binding protein family 5 domain
